#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-01-02T16:20:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5687f89e0b00	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/ApJS/200/12/table6
#-nav=cat:J/ApJS/200/12&tab:{J/ApJS/200/12/table6}&key:source=J/ApJS/200/12/table6&HTTPPRM:&&-ref=VIZ5687f89e0b00&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=SN&-out=Filt&-out=MJD&-out=N&-out=sigPip&-out=sigPhot&-out=mag&-out=e_mag&-out=Per&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/200/12/table6
#-source=J/ApJS/200/12/table6
#-order=I
#-out=SN
#-out=Filt
#-out=MJD
#-out=N
#-out=sigPip
#-out=sigPhot
#-out=mag
#-out=e_mag
#-out=Per
#

#RESOURCE=yCat_22000012
#Name: J/ApJS/200/12
#Title: CfA4: light curves for 94 type Ia SNe (Hicken+, 2012)
#Table	J_ApJS_200_12_table6:
#Name: J/ApJS/200/12/table6
#Title: Standard system SN photometry
#Column	SN	(a14)	Supernova identifier	[ucd=meta.id;meta.main]
#Column	Filt	(A2)	Filter used in the observation (BUVi'r'u')	[ucd=instr.setup;obs]
#Column	MJD	(F11.5)	Modified Julian Date of observation	[ucd=time.epoch]
#Column	N	(I2)	Number of successful subtractions (1)	[ucd=meta.number]
#Column	sigPip	(F7.4)	Median pipeline-generated uncertainty (2)	[ucd=stat.error;phot.mag]
#Column	sigPhot	(F7.4)	Standard deviation of surviving photometry for that date	[ucd=stat.stdev;phot.mag]
#Column	mag	(F7.4)	Observed magnitude in Filter	[ucd=phot.mag]
#Column	e_mag	(F7.4)	Total uncertainty in mag (3)	[ucd=stat.error;phot.mag]
#Column	Per	(A3)	[one/two] Period the photometry belongs to (only for table 5) (4)	[ucd=meta.code]
SN|Filt|MJD|N|sigPip|sigPhot|mag|e_mag|Per
2008bz        |B |54581.14590| 3| 0.0260| 0.0250|18.0710| 0.0361|
2008bz        |B |54582.19159| 3| 0.0310| 0.0346|18.1236| 0.0464|
2008bz        |B |54587.25089| 3| 0.0310| 0.0129|18.4198| 0.0336|
2008bz        |B |54589.15098| 3| 0.0330| 0.0140|18.6270| 0.0359|
2008bz        |B |54597.35708| 3| 0.0920| 0.0161|19.5900| 0.0934|
2008bz        |B |54617.23719| 3| 0.2810| 0.0286|20.9538| 0.2824|
2008bz        |B |54618.25693| 3| 0.1520| 0.0930|20.6194| 0.1782|
2008bz        |B |54621.25487| 3| 0.2950| 0.1094|21.0202| 0.3146|
2008bz        |V |54581.14289| 4| 0.0300| 0.0530|18.0495| 0.0609|
2008bz        |V |54582.18855| 4| 0.0295| 0.0472|18.1107| 0.0557|
2008bz        |V |54587.24787| 3| 0.0330| 0.0425|18.2767| 0.0538|
2008bz        |V |54589.14796| 4| 0.0335| 0.0742|18.3741| 0.0815|
2008bz        |V |54597.35409| 4| 0.0580| 0.0797|18.9783| 0.0986|
2008bz        |V |54603.30336| 1| 0.1080| 0.0990|19.4620| 0.1465|
2008bz        |V |54617.23418| 3| 0.2400| 0.2698|20.5419| 0.3611|
2008bz        |V |54618.25394| 3| 0.1740| 0.1642|20.3749| 0.2392|
2008bz        |V |54621.25184| 3| 0.1510| 0.1523|20.2777| 0.2145|
2008bz        |V |54631.18160| 4| 0.1650| 0.2664|20.0337| 0.3134|
2008bz        |V |54643.21286| 1| 0.2350| 0.1777|20.8217| 0.2946|
2008bz        |r'|54581.14057| 2| 0.0265| 0.0134|18.0135| 0.0297|
2008bz        |r'|54582.18625| 3| 0.0250| 0.0168|18.0265| 0.0301|
2008bz        |r'|54587.24554| 3| 0.0330| 0.0127|18.2991| 0.0354|
2008bz        |r'|54589.14565| 3| 0.0320| 0.0145|18.4050| 0.0351|
2008bz        |r'|54597.35176| 3| 0.0450| 0.0282|18.7335| 0.0531|
2008bz        |r'|54617.23186| 3| 0.0980| 0.0849|19.7952| 0.1297|
2008bz        |r'|54618.25161| 3| 0.0910| 0.0394|19.7141| 0.0992|
2008bz        |r'|54621.24955| 3| 0.1150| 0.0864|19.8996| 0.1438|
2008bz        |r'|54624.23818| 5| 0.1090| 0.1412|19.9594| 0.1784|
2008bz        |r'|54631.17929| 2| 0.1480| 0.0834|19.8556| 0.1699|
2008bz        |r'|54643.21053| 3| 0.1330| 0.1027|19.9896| 0.1680|
2008bz        |r'|54672.14934| 2| 0.3085| 0.1471|20.8784| 0.3418|
2008bz        |i'|54581.13825| 3| 0.0560| 0.0140|18.6999| 0.0577|
2008bz        |i'|54582.18394| 3| 0.0480| 0.0305|18.6498| 0.0569|
2008bz        |i'|54587.24325| 3| 0.0670| 0.0221|19.0129| 0.0706|
2008bz        |i'|54589.14333| 3| 0.0770| 0.0480|19.1639| 0.0907|
2008bz        |i'|54597.34944| 3| 0.2130| 0.0520|19.8187| 0.2193|
2008bz        |i'|54603.29874| 3| 0.1510| 0.0131|19.3340| 0.1516|
2008bz        |i'|54617.22954| 3| 0.1180| 0.0342|19.7931| 0.1229|
2008bz        |i'|54618.24929| 3| 0.1610| 0.0949|20.1116| 0.1869|
2008bz        |i'|54621.24722| 3| 0.1940| 0.1074|20.3333| 0.2217|
2008bz        |i'|54624.23719| 6| 0.1820| 0.2357|20.1794| 0.2978|
2008bz        |i'|54631.17699| 3| 0.1920| 0.0555|19.7302| 0.1999|
2008bz        |i'|54636.19339| 3| 0.2100| 0.0824|20.1618| 0.2256|
2008cd        |B |54587.23098| 3| 0.1580| 0.0616|20.0114| 0.1696|
2008cd        |B |54592.17125| 3| 0.2570| 0.1427|20.5773| 0.2939|
2008cd        |B |54593.31447| 1| 0.2820| 0.2045|20.6905| 0.3484|
2008cd        |B |54594.33075| 3| 0.2850| 0.1143|20.6603| 0.3071|
2008cd        |V |54587.22796| 4| 0.0325| 0.0664|17.5124| 0.0739|
2008cd        |V |54592.16824| 4| 0.0425| 0.0466|17.9320| 0.0630|
2008cd        |V |54593.31146| 4| 0.0555| 0.3106|18.1248| 0.3155|
2008cd        |V |54594.32774| 4| 0.0690| 0.0602|18.3953| 0.0916|
2008cd        |V |54599.19937| 4| 0.0885| 0.2504|18.8472| 0.2655|
2008cd        |V |54605.20520| 3| 0.1000| 0.0423|18.8123| 0.1086|
2008cd        |V |54617.17293| 4| 0.1765| 0.1309|19.7236| 0.2198|
2008cd        |V |54618.20193| 8| 0.1655| 0.4071|19.6105| 0.4395|
2008cd        |V |54620.22450| 4| 0.1680| 0.1938|19.6837| 0.2565|
2008cd        |V |54622.21839| 4| 0.1595| 0.1625|19.5839| 0.2277|
2008cd        |r'|54587.22565| 3| 0.0220| 0.0087|16.8259| 0.0237|
2008cd        |r'|54592.16591| 3| 0.0260| 0.0411|17.2342| 0.0487|
2008cd        |r'|54593.30913| 3| 0.0260| 0.0512|17.2492| 0.0574|
2008cd        |r'|54594.32541| 3| 0.0260| 0.0115|17.3357| 0.0284|
2008cd        |r'|54599.19708| 3| 0.0280| 0.0320|17.4063| 0.0425|
2008cd        |r'|54605.20288| 1| 0.0630| 0.0398|18.0878| 0.0745|
2008cd        |r'|54617.17061| 4| 0.0965| 0.1997|18.9987| 0.2218|
2008cd        |r'|54618.19962| 8| 0.1005| 0.1670|18.9600| 0.1949|
2008cd        |r'|54620.22219| 3| 0.0800| 0.2197|18.8507| 0.2338|
2008cd        |r'|54622.21609| 4| 0.1085| 0.1741|19.0986| 0.2052|
2008cd        |i'|54587.22333| 2| 0.0220| 0.0007|16.5760| 0.0220|
2008cd        |i'|54592.16359| 3| 0.0300| 0.0455|16.9607| 0.0545|
2008cd        |i'|54593.30683| 3| 0.0240| 0.0066|16.8352| 0.0249|
2008cd        |i'|54594.32309| 3| 0.0260| 0.0172|16.9260| 0.0312|
2008cd        |i'|54599.19476| 3| 0.0250| 0.0058|16.7956| 0.0257|
2008cd        |i'|54605.20057| 3| 0.0280| 0.1082|16.8587| 0.1118|
2008cd        |i'|54617.16830| 3| 0.0360| 0.1454|17.6645| 0.1498|
2008cd        |i'|54618.19731| 6| 0.0375| 0.0929|17.5077| 0.1002|
2008cd        |i'|54620.21988| 3| 0.0460| 0.0495|17.7935| 0.0676|
2008cd        |i'|54622.21378| 3| 0.0600| 0.0947|17.8224| 0.1121|
2008cf        |U |54594.31612| 2| 0.0420| 0.0007|16.7251| 0.0420|
2008cf        |U |54596.25791| 2| 0.0500| 0.0382|16.8492| 0.0629|
2008cf        |U |54597.26436| 2| 0.0600| 0.0488|16.8908| 0.0773|
2008cf        |B |54594.31056| 2| 0.0195| 0.0042|17.2186| 0.0200|
2008cf        |B |54596.25235| 2| 0.0200| 0.0078|17.2144| 0.0215|
2008cf        |B |54597.25880| 2| 0.0210| 0.0092|17.2435| 0.0229|
2008cf        |B |54599.25346| 2| 0.0225| 0.0163|17.3315| 0.0278|
2008cf        |B |54615.21976| 2| 0.0505| 0.0042|18.6872| 0.0507|
2008cf        |B |54617.21755| 2| 0.0575| 0.0014|18.9121| 0.0575|
2008cf        |B |54618.21981| 2| 0.0630| 0.0170|18.9608| 0.0652|
2008cf        |V |54594.30755| 3| 0.0220| 0.0230|17.2067| 0.0318|
2008cf        |V |54596.24934| 3| 0.0210| 0.0276|17.2160| 0.0347|
2008cf        |V |54597.25579| 3| 0.0220| 0.0268|17.2645| 0.0346|
2008cf        |V |54599.25044| 3| 0.0240| 0.0275|17.3095| 0.0365|
2008cf        |V |54601.24840| 3| 0.0470| 0.0504|17.3640| 0.0689|
2008cf        |V |54615.21674| 3| 0.0370| 0.0664|18.0492| 0.0760|
2008cf        |V |54617.21453| 3| 0.0390| 0.0763|18.1718| 0.0857|
2008cf        |V |54618.21679| 3| 0.0370| 0.0955|18.2269| 0.1024|
2008cf        |r'|54594.30524| 2| 0.0225| 0.0057|17.2966| 0.0232|
2008cf        |r'|54596.24700| 2| 0.0220| 0.0191|17.2933| 0.0291|
2008cf        |r'|54597.25346| 2| 0.0225| 0.0078|17.2977| 0.0238|
2008cf        |r'|54599.24814| 2| 0.0225| 0.0134|17.3240| 0.0262|
2008cf        |r'|54601.24608| 2| 0.0385| 0.0184|17.3294| 0.0427|
2008cf        |r'|54615.21442| 2| 0.0340| 0.0658|18.0300| 0.0740|
2008cf        |r'|54617.21221| 2| 0.0315| 0.0651|18.0033| 0.0723|
2008cf        |r'|54618.21448| 2| 0.0340| 0.0742|18.0711| 0.0817|
2008cf        |i'|54594.30292| 3| 0.0360| 0.0469|17.7898| 0.0592|
2008cf        |i'|54596.24470| 3| 0.0330| 0.0689|17.8333| 0.0764|
2008cf        |i'|54597.25115| 2| 0.0370| 0.0028|17.9550| 0.0371|
2008cf        |i'|54599.24581| 3| 0.0400| 0.0584|17.9257| 0.0708|
2008cf        |i'|54601.24377| 2| 0.0495| 0.0148|17.8459| 0.0517|
2008cf        |i'|54615.21211| 3| 0.0560| 0.1403|18.4594| 0.1511|
2008cf        |i'|54617.20990| 2| 0.0580| 0.0488|18.5667| 0.0758|
2008cf        |i'|54618.21216| 3| 0.0620| 0.1828|18.5227| 0.1930|
2008cm        |B |54608.38127| 2| 0.0300| 0.0057|16.2088| 0.0305|
2008cm        |B |54613.14644| 3| 0.0140| 0.0111|16.0812| 0.0178|
2008cm        |B |54615.29702| 4| 0.0140| 0.0119|16.1422| 0.0184|
2008cm        |B |54617.27583| 4| 0.0140| 0.0136|16.2709| 0.0195|
2008cm        |B |54618.27929| 4| 0.0145| 0.0091|16.3316| 0.0171|
2008cm        |B |54619.16738| 4| 0.0145| 0.0136|16.4134| 0.0199|
2008cm        |B |54620.25788| 4| 0.0150| 0.0102|16.5167| 0.0182|
2008cm        |B |54622.28110| 4| 0.0215| 0.0248|16.7293| 0.0328|
2008cm        |B |54624.27249| 4| 0.0160| 0.0193|16.9903| 0.0251|
2008cm        |B |54625.18493| 4| 0.0170| 0.0320|17.1370| 0.0363|
2008cm        |B |54629.22168| 1| 0.0280| 0.0415|17.6899| 0.0501|
2008cm        |B |54634.21907| 2| 0.1785| 0.2150|18.5218| 0.2794|
2008cm        |B |54636.23009| 2| 0.1620| 0.1287|18.4290| 0.2069|
2008cm        |B |54639.20763| 4| 0.0670| 0.1094|18.7020| 0.1283|
2008cm        |B |54648.16838| 4| 0.0565| 0.0694|19.1212| 0.0895|
2008cm        |B |54672.16472| 2| 0.1165| 0.1315|20.0847| 0.1757|
2008cm        |B |54676.17065| 4| 0.1035| 0.2107|19.7239| 0.2347|
2008cm        |V |54608.37757| 2| 0.0280| 0.0014|16.3400| 0.0280|
2008cm        |V |54613.14273| 4| 0.0150| 0.0043|16.0989| 0.0156|
2008cm        |V |54615.29331| 4| 0.0145| 0.0051|16.1272| 0.0154|
2008cm        |V |54617.27214| 4| 0.0150| 0.0050|16.1891| 0.0158|
2008cm        |V |54618.27627| 4| 0.0150| 0.0022|16.2138| 0.0152|
2008cm        |V |54619.16367| 4| 0.0150| 0.0089|16.2676| 0.0175|
2008cm        |V |54620.25416| 4| 0.0150| 0.0054|16.3332| 0.0159|
2008cm        |V |54622.27808| 4| 0.0150| 0.0065|16.4597| 0.0163|
2008cm        |V |54624.26948| 4| 0.0160| 0.0026|16.6240| 0.0162|
2008cm        |V |54625.18192| 4| 0.0165| 0.0062|16.6927| 0.0176|
2008cm        |V |54629.21867| 2| 0.0175| 0.0049|16.9739| 0.0182|
2008cm        |V |54631.21523| 4| 0.0215| 0.0072|17.1405| 0.0227|
2008cm        |V |54636.22708| 3| 0.0430| 0.0163|17.4165| 0.0460|
2008cm        |V |54639.20460| 4| 0.0320| 0.0266|17.7524| 0.0416|
2008cm        |V |54643.24308| 2| 0.1015| 0.0806|17.9742| 0.1296|
2008cm        |V |54648.16536| 4| 0.0385| 0.0389|18.2927| 0.0547|
2008cm        |V |54672.16101| 4| 0.0655| 0.0223|18.9986| 0.0692|
2008cm        |V |54676.16694| 4| 0.0750| 0.0598|19.1619| 0.0959|
2008cm        |r'|54608.37455| 3| 0.0210| 0.0060|16.2858| 0.0218|
2008cm        |r'|54613.13971| 4| 0.0150| 0.0086|16.1410| 0.0173|
2008cm        |r'|54615.29030| 3| 0.0150| 0.0081|16.1651| 0.0171|
2008cm        |r'|54617.26913| 3| 0.0150| 0.0061|16.2275| 0.0162|
2008cm        |r'|54618.27214| 2| 0.0150| 0.0028|16.2807| 0.0153|
2008cm        |r'|54619.16065| 3| 0.0150| 0.0010|16.3490| 0.0150|
2008cm        |r'|54620.25113| 2| 0.0155| 0.0049|16.4381| 0.0163|
2008cm        |r'|54621.27951| 1| 0.0360| 0.0127|16.5350| 0.0382|
2008cm        |r'|54622.27576| 3| 0.0150| 0.0116|16.6198| 0.0190|
2008cm        |r'|54624.26715| 3| 0.0160| 0.0050|16.7536| 0.0168|
2008cm        |r'|54625.17960| 3| 0.0160| 0.0079|16.7872| 0.0179|
2008cm        |r'|54629.21635| 1| 0.0300| 0.0174|16.9725| 0.0347|
2008cm        |r'|54631.21291| 4| 0.0175| 0.0213|16.9033| 0.0275|
2008cm        |r'|54634.21377| 4| 0.0425| 0.0243|17.1267| 0.0489|
2008cm        |r'|54636.22477| 3| 0.0360| 0.0263|17.1562| 0.0446|
2008cm        |r'|54639.20228| 4| 0.0305| 0.0140|17.4398| 0.0335|
2008cm        |r'|54643.24076| 3| 0.0230| 0.0159|17.6588| 0.0279|
2008cm        |r'|54648.16304| 2| 0.0265| 0.0120|17.9909| 0.0291|
2008cm        |r'|54672.15729| 3| 0.0550| 0.0716|18.9588| 0.0903|
2008cm        |r'|54676.16323| 3| 0.0560| 0.0406|18.9775| 0.0691|
2008cm        |i'|54608.37154| 2| 0.0255| 0.0113|16.7075| 0.0279|
2008cm        |i'|54613.13670| 3| 0.0250| 0.0114|16.7108| 0.0275|
2008cm        |i'|54615.28728| 3| 0.0180| 0.0107|16.8005| 0.0209|
2008cm        |i'|54617.26611| 4| 0.0185| 0.0198|16.8970| 0.0271|
2008cm        |i'|54618.26912| 3| 0.0200| 0.0167|16.9534| 0.0261|
2008cm        |i'|54619.15764| 3| 0.0200| 0.0231|17.1083| 0.0305|
2008cm        |i'|54620.24810| 3| 0.0230| 0.0258|17.2007| 0.0346|
2008cm        |i'|54621.27605| 4| 0.0220| 0.0270|17.2919| 0.0348|
2008cm        |i'|54622.28880| 2| 0.0255| 0.0205|17.4287| 0.0327|
2008cm        |i'|54624.26484| 3| 0.0250| 0.0514|17.4853| 0.0571|
2008cm        |i'|54625.17729| 4| 0.0245| 0.0267|17.4645| 0.0362|
2008cm        |i'|54629.21404| 2| 0.0390| 0.0028|17.2926| 0.0391|
2008cm        |i'|54631.21059| 4| 0.0240| 0.0222|17.2959| 0.0327|
2008cm        |i'|54634.21145| 4| 0.0400| 0.0161|17.2212| 0.0431|
2008cm        |i'|54636.22244| 4| 0.0380| 0.0124|17.2211| 0.0400|
2008cm        |i'|54639.19995| 4| 0.0395| 0.0234|17.4375| 0.0459|
2008cm        |i'|54643.23846| 4| 0.0340| 0.0621|17.7559| 0.0708|
2008cm        |i'|54648.16072| 3| 0.0390| 0.0469|18.0551| 0.0610|
2008cm        |i'|54672.16901| 3| 0.2350| 0.1749|19.4138| 0.2929|
2008dr        |B |54672.30466| 3| 0.2180| 0.0930|19.9534| 0.2370|
2008dr        |B |54676.31049| 1| 0.2330| 0.2006|20.5796| 0.3075|
2008dr        |B |54677.32419| 5| 0.1850| 0.1302|20.2942| 0.2262|
2008dr        |V |54663.41986| 3| 0.0390| 0.0393|18.0613| 0.0554|
2008dr        |V |54671.35870| 6| 0.0665| 0.0867|18.7153| 0.1093|
2008dr        |V |54672.30094| 3| 0.0700| 0.0153|18.6159| 0.0716|
2008dr        |V |54676.30676| 2| 0.0995| 0.1287|19.3217| 0.1627|
2008dr        |V |54677.32048| 5| 0.0970| 0.0771|19.3183| 0.1239|
2008dr        |r'|54663.41754| 3| 0.0400| 0.0425|18.1745| 0.0583|
2008dr        |r'|54671.35370| 5| 0.0560| 0.0365|18.2502| 0.0668|
2008dr        |r'|54672.29722| 3| 0.0610| 0.0702|18.5214| 0.0930|
2008dr        |r'|54676.30304| 3| 0.0470| 0.0286|18.8340| 0.0550|
2008dr        |r'|54677.31416| 6| 0.0700| 0.0667|18.9860| 0.0967|
2008dr        |i'|54663.41523| 3| 0.0630| 0.0269|18.6964| 0.0685|
2008dr        |i'|54671.35490| 8| 0.0560| 0.0615|18.4833| 0.0831|
2008dr        |i'|54672.29352| 3| 0.0600| 0.0812|18.5847| 0.1010|
2008dr        |i'|54676.29934| 3| 0.0610| 0.0962|18.7485| 0.1140|
2008dr        |i'|54677.31046| 4| 0.0670| 0.0820|18.8079| 0.1059|
2008ds        |B |54663.45374| 7| 0.0160| 0.0143|16.0281| 0.0215|
2008ds        |B |54665.47120| 1| 0.0180| 0.0142|16.3474| 0.0229|
2008ds        |B |54672.36336| 4| 0.0210| 0.0309|16.9367| 0.0374|
2008ds        |B |54676.39662| 7| 0.0200| 0.0280|17.3614| 0.0344|
2008ds        |B |54677.37172| 7| 0.0210| 0.0273|17.4441| 0.0345|
2008ds        |V |54663.45072| 7| 0.0150| 0.0062|15.7936| 0.0162|
2008ds        |V |54665.46313|11| 0.0200| 0.0102|15.8955| 0.0225|
2008ds        |V |54671.43952|11| 0.0170| 0.0115|16.2540| 0.0205|
2008ds        |V |54672.35779| 6| 0.0175| 0.0073|16.3089| 0.0190|
2008ds        |V |54676.39291| 7| 0.0160| 0.0038|16.4662| 0.0164|
2008ds        |V |54677.36801| 7| 0.0150| 0.0050|16.5123| 0.0158|
2008ds        |r'|54663.44843| 7| 0.0170| 0.0064|15.9330| 0.0182|
2008ds        |r'|54665.46216| 9| 0.0210| 0.0093|16.0996| 0.0229|
2008ds        |r'|54671.42818| 6| 0.0225| 0.0215|16.2965| 0.0311|
2008ds        |r'|54672.35407| 5| 0.0160| 0.0103|16.2981| 0.0191|
2008ds        |r'|54676.38918| 7| 0.0150| 0.0017|16.3501| 0.0151|
2008ds        |r'|54677.36431| 7| 0.0160| 0.0063|16.3626| 0.0172|
2008ds        |i'|54663.44610| 7| 0.0190| 0.0088|16.7445| 0.0209|
2008ds        |i'|54665.45879| 7| 0.0340| 0.0318|16.8500| 0.0466|
2008ds        |i'|54671.43014| 5| 0.0480| 0.0098|16.9113| 0.0490|
2008ds        |i'|54672.35036| 7| 0.0290| 0.0117|16.9423| 0.0313|
2008ds        |i'|54676.38549| 7| 0.0170| 0.0083|16.8467| 0.0189|
2008ds        |i'|54677.36059| 7| 0.0180| 0.0088|16.8127| 0.0200|
2008dt        |B |54655.25032| 4| 0.0515| 0.1271|18.8593| 0.1372|
2008dt        |B |54671.29787| 4| 0.1730| 0.2235|20.1850| 0.2826|
2008dt        |B |54672.22037| 3| 0.1430| 0.2384|20.2815| 0.2780|
2008dt        |B |54676.24155| 3| 0.1630| 0.1850|20.4934| 0.2465|
2008dt        |B |54677.24208| 4| 0.2315| 0.1715|20.6782| 0.2881|
2008dt        |V |54655.24732| 3| 0.0330| 0.0255|17.9243| 0.0417|
2008dt        |V |54671.29405| 7| 0.0950| 0.0365|19.0230| 0.1018|
2008dt        |V |54672.21667| 3| 0.0770| 0.0229|19.2562| 0.0803|
2008dt        |V |54676.23782| 4| 0.0855| 0.1197|19.4293| 0.1471|
2008dt        |V |54677.25624| 3| 0.1260| 0.0681|19.4709| 0.1432|
2008dt        |r'|54655.24501| 4| 0.0275| 0.0202|17.7254| 0.0341|
2008dt        |r'|54671.29254| 6| 0.0540| 0.0369|18.6345| 0.0654|
2008dt        |r'|54672.21295| 4| 0.0435| 0.0820|18.3192| 0.0928|
2008dt        |r'|54676.23412| 4| 0.0430| 0.1256|18.6229| 0.1328|
2008dt        |r'|54677.25251| 4| 0.0580| 0.0681|18.8016| 0.0895|
2008dt        |i'|54655.24270| 2| 0.0580| 0.0021|18.3648| 0.0580|
2008dt        |i'|54671.28941| 7| 0.0690| 0.0708|18.4772| 0.0989|
2008dt        |i'|54672.20925| 3| 0.0560| 0.1701|18.5299| 0.1790|
2008dt        |i'|54676.23041| 3| 0.0520| 0.2068|18.6757| 0.2133|
2008dt        |i'|54677.23094| 8| 0.0895| 0.0693|18.6727| 0.1132|
2008fr        |U |54734.35987| 5| 0.0330| 0.0427|16.8409| 0.0539|
2008fr        |U |54736.26181|10| 0.0345| 0.0671|16.9526| 0.0754|
2008fr        |U |54739.46693|26| 0.0455| 0.1004|17.2434| 0.1102|
2008fr        |U |54740.30647|16| 0.0420| 0.0651|17.2260| 0.0774|
2008fr        |U |54741.40713| 9| 0.0450| 0.0672|17.3678| 0.0809|
2008fr        |U |54742.40801|26| 0.0490| 0.0883|17.5012| 0.1010|
2008fr        |U |54745.30066| 4| 0.0805| 0.1470|18.0305| 0.1676|
2008fr        |U |54752.26981|11| 0.1970| 0.2301|19.1625| 0.3029|
2008fr        |U |54757.11814| 5| 0.1370| 0.3753|18.7823| 0.3995|
2008fr        |U |54759.38729| 9| 0.2880| 0.2173|19.3443| 0.3608|
2008fr        |U |54760.24454| 6| 0.1590| 0.3087|19.2344| 0.3472|
2008fr        |U |54763.34957| 6| 0.1755| 0.2075|19.3709| 0.2718|
2008fr        |U |54767.31614| 5| 0.2510| 0.1609|19.6853| 0.2981|
2008fr        |U |54768.22228| 7| 0.2120| 0.2428|19.5440| 0.3223|
2008fr        |U |54771.33258| 7| 0.2310| 0.3141|19.7905| 0.3899|
2008fr        |U |54772.39184| 3| 0.1860| 0.2489|19.3107| 0.3107|
2008fr        |U |54775.32340| 4| 0.2215| 0.3737|19.4428| 0.4344|
2008fr        |B |54734.35355|20| 0.0160| 0.0147|16.9676| 0.0217|
2008fr        |B |54736.25439|20| 0.0190| 0.0101|17.0488| 0.0215|
2008fr        |B |54739.45911|58| 0.0190| 0.0211|17.2519| 0.0284|
2008fr        |B |54740.29966|40| 0.0200| 0.0120|17.2836| 0.0233|
2008fr        |B |54741.39951|20| 0.0200| 0.0180|17.3477| 0.0269|
2008fr        |B |54742.39973|59| 0.0230| 0.0257|17.4431| 0.0345|
2008fr        |B |54745.29437|18| 0.0210| 0.0192|17.7279| 0.0285|
2008fr        |B |54757.11034|20| 0.0565| 0.0458|19.0267| 0.0728|
2008fr        |B |54759.38112|31| 0.0880| 0.0699|19.2081| 0.1124|
2008fr        |B |54760.23772|18| 0.0575| 0.0428|19.2625| 0.0717|
2008fr        |B |54763.34204|19| 0.0760| 0.0502|19.4746| 0.0911|
2008fr        |B |54766.28803|33| 0.0790| 0.1238|19.7981| 0.1469|
2008fr        |B |54767.31103|11| 0.0780| 0.0920|19.8356| 0.1206|
2008fr        |B |54768.21979|20| 0.1020| 0.0542|19.7634| 0.1155|
2008fr        |B |54771.33523|28| 0.1005| 0.1015|19.9473| 0.1428|
2008fr        |B |54772.38809|10| 0.1075| 0.0455|19.8398| 0.1168|
2008fr        |B |54775.33076|31| 0.1280| 0.1438|20.1942| 0.1925|
2008fr        |B |54778.28755| 6| 0.1600| 0.1511|19.9348| 0.2201|
2008fr        |B |54800.24287|14| 0.2045| 0.1450|20.7271| 0.2507|
2008fr        |V |54734.34869| 9| 0.0160| 0.0115|16.9649| 0.0197|
2008fr        |V |54736.24951| 9| 0.0220| 0.0107|17.0111| 0.0245|
2008fr        |V |54739.45192|29| 0.0200| 0.0128|17.0841| 0.0237|
2008fr        |V |54740.29419|18| 0.0195| 0.0146|17.1233| 0.0243|
2008fr        |V |54741.39466| 6| 0.0225| 0.0166|17.1842| 0.0279|
2008fr        |V |54742.39215|28| 0.0225| 0.0176|17.2091| 0.0286|
2008fr        |V |54745.28929|10| 0.0220| 0.0156|17.4122| 0.0270|
2008fr        |V |54752.25632|18| 0.0420| 0.0519|17.7287| 0.0668|
2008fr        |V |54757.10549|10| 0.0310| 0.0272|18.0186| 0.0413|
2008fr        |V |54759.37617|20| 0.0350| 0.0337|18.1929| 0.0486|
2008fr        |V |54760.23287|10| 0.0320| 0.0310|18.2387| 0.0446|
2008fr        |V |54763.33727|10| 0.0365| 0.0387|18.3642| 0.0532|
2008fr        |V |54766.28143|20| 0.0380| 0.0658|18.5300| 0.0760|
2008fr        |V |54767.30802|10| 0.0435| 0.0437|18.5767| 0.0616|
2008fr        |V |54768.21678|20| 0.0425| 0.0497|18.6783| 0.0654|
2008fr        |V |54771.33113|30| 0.0510| 0.0761|18.8121| 0.0916|
2008fr        |V |54772.38507|10| 0.0555| 0.0640|18.8945| 0.0847|
2008fr        |V |54775.32783|30| 0.0755| 0.0824|19.0753| 0.1118|
2008fr        |V |54778.28453| 5| 0.0870| 0.0762|19.1272| 0.1157|
2008fr        |V |54800.23678|10| 0.0820| 0.1036|19.5952| 0.1322|
2008fr        |V |54806.15639|19| 0.1360| 0.2147|19.7193| 0.2541|
2008fr        |r'|54734.34567| 4| 0.0170| 0.0053|16.9869| 0.0178|
2008fr        |r'|54739.44975|26| 0.0180| 0.0175|17.1318| 0.0251|
2008fr        |r'|54740.29293| 7| 0.0210| 0.0126|17.1588| 0.0245|
2008fr        |r'|54742.40158| 3| 0.0210| 0.0127|17.2919| 0.0245|
2008fr        |r'|54745.28629| 8| 0.0200| 0.0117|17.4931| 0.0232|
2008fr        |r'|54752.25837|23| 0.0420| 0.0591|17.7980| 0.0725|
2008fr        |r'|54757.10248| 9| 0.0240| 0.0146|17.8332| 0.0281|
2008fr        |r'|54759.37315|14| 0.0270| 0.0143|17.9037| 0.0305|
